,screenname,username,datetime,url,tweetText,source_domain,source_title,source_snippet,replies_count,retweets_count,likes_count,views_count,reply_to
502,͔,@hc_poirot,2023-03-19 05:12:19+00:00,https://twitter.com/hc_poirot/status/1637321076643598338,"sangat menyedihkan bila ada kader parpol yg begitu dungu dan minim literasi model begini

dia tidak mau menyimak pernik² wacana penundaan pemilu yg dkoar-koarkan beberapa tokoh nasional selama ini, termasuk seorang menko

kamu baru bangun bro?",,,,4,6,14,333,
503,Partai Demokrat,@PDemokrat,2023-03-19 05:03:48+00:00,https://twitter.com/PDemokrat/status/1637318933857574915,"""Jika pun Pemilu 2024 dipaksakan ditunda, siapa yg akan memimpin nanti? Krn sesuai perintah konstitusi, pemerintahan saat ini akan mengakhiri masa tugasnya pada 20 Oktober 2024. Apa iya, ada PLT Presiden?""

Agus Harimurti Yudhoyono
#Demokrat #DemokratS14P",,,,227,172,650,32.3K,
504,GELORA NEWS,@geloraco,2023-03-19 05:01:35+00:00,https://twitter.com/geloraco/status/1637318377239900160,"Dukung Penundaan Pemilu 2024, Partai Berkarya: Putusan PN Jakpus Harus Dihormati",gelora.co,"Dukung Penundaan Pemilu 2024, Partai Berkarya: Putusan PN Jakpus Harus Dihormati",,132,50,45,22.1K,
505,OposisiCerdas.com,@OposisiCerdas,2023-03-19 04:34:42+00:00,https://twitter.com/OposisiCerdas/status/1637311609701027840,"Isu Penundaan Pemilu, Mahfud MD: Pemilu Ndak Jadi, UUD Diubah, Mahal Sekali Itu!",oposisicerdas.com,"Isu Penundaan Pemilu, Mahfud MD: Pemilu Ndak Jadi, UUD Diubah, Mahal Sekali Itu!","Menkopolhukam Mahfud MD mewanti-wanti penundaan Pemilu, mengubah Undang-Undang Dasar memakan biaya politik, biaya sosial, juga biaya uang-ny...",7,27,56,"1,054",
506,Sampeong,@Sampeong2,2023-03-19 04:14:54+00:00,https://twitter.com/Sampeong2/status/1637306626154852352,"Ya,  Jgn sampai dijadikan alasan penundaan pemilu krn situasi dan keamanan.
Kawal terus para penyelenggara pemilu agar hasil yg diputuskan benar"" jurdil bkn sandiwara jurdil yg sdh dipersiapkan skenarionya dan perangkatnya.",,,,2,,12,"1,041",@DokterTifa
507,tempo.co,@tempodotco,2023-03-19 03:31:34+00:00,https://twitter.com/tempodotco/status/1637295723510390784,Bamsoet Sebut Perlu Pembahasan Dampak Penundaan Pemilu pada Masa Jabatan Presiden https://nasional.tempo.co/read/1704468/bamsoet-sebut-perlu-pembahasan-dampak-penundaan-pemilu-pada-masa-jabatan-presiden?utm_source=Twitter&utm_medium=dlvr.it… #TempoNasional,nasional.tempo.co,Bamsoet Sebut Perlu Pembahasan Dampak Penundaan Pemilu pada Masa Jabatan Presiden,"Bamsoet menyebut salah satu hal yang mengancam terjadinya penundaan pemilu adalah force majeure berupa kerusuhan, gangguan keamanan, dan bencana.",23,4,7,"6,180",
508,Ndon  ,@Ndons_Back,2023-03-19 03:26:15+00:00,https://twitter.com/Ndons_Back/status/1637294386513076226,Big data 》 penundaan pemilu :),,,,1,7,8,830,
509,𝕸𝖆𝖑𝖎𝖐𝖆,@Malika6027,2023-03-19 02:40:53+00:00,https://twitter.com/Malika6027/status/1637282967734353922,"Jika benar usaha penundaan pemilu 2024 itu ada, RAKYAT SIAP PEOPLE POWER !!!",,,,18,46,81,"2,246",
510,GELORA NEWS,@geloraco,2023-03-19 02:22:06+00:00,https://twitter.com/geloraco/status/1637278239549984768,Ketua MPR: Pemilu Ditunda Hanya Jika Terjadi Force Majeure,gelora.co,Ketua MPR: Pemilu Ditunda Hanya Jika Terjadi Force Majeure,,34,18,24,"8,439",
511,GELORA NEWS,@geloraco,2023-03-19 02:07:30+00:00,https://twitter.com/geloraco/status/1637274568170803201,"Isu Penundaan Pemilu, Mahfud MD: Pemilu Ndak Jadi, UUD Diubah, Mahal Sekali Itu!",gelora.co,"Isu Penundaan Pemilu, Mahfud MD: Pemilu Ndak Jadi, UUD Diubah, Mahal Sekali Itu!",,44,95,165,31.6K,
512,Elegi Bumi ,@ELegibumi,2023-03-19 01:43:11+00:00,https://twitter.com/ELegibumi/status/1637268445602672640,"Rakyat melawan ketika ad konstitusi yg di langgar nantinya
1. UUD pemilu setiap 5 tahun 
2.Habisnya masa jabatan di Bulan Oktober2024 tdk boleh ada plt presiden
3.Ditunda nya pemilu harus ad alasan/dasar yg mengacu pada UUD,ketika ad keadaan darurat/bencana 
4. Mk tk independensi",,,,1,,1,18,@k4yyona_
513,PILON MAKS,@Bud_Cavalera,2023-03-19 01:24:34+00:00,https://twitter.com/Bud_Cavalera/status/1637263761190031360,"Yg dikhawatirkan klo opsi penundaan pemilu ttp dipaksakan berpotensi terjadi chaos dan sgt dimungkinkan Junta militer yg akan ambil alih, ingat ada keterikatan historis antara pangkostrad dgn junta militer, siapa pangkostrad skrg? eng ing eng....dia lagi dia lagi ",,,,1,,,550,@PartaiSocmed
514,YANA,@WyanaYumna,2023-03-19 00:04:30+00:00,https://twitter.com/WyanaYumna/status/1637243612500230144,"Tiga alternatif yg terus diperjuangkan oleh rezim yg ingin melanggengkan kekuasaan, meski semua melanggar konstitusi. 
1. Lanjut 3 periode, atau
2. Penundaan pemilu, atau
3. PS presiden, JKw wakil.",,,,1,1,3,27,@AiraNtieReal
515,Donil,@Donilumwartono1,2023-03-18 23:54:29+00:00,https://twitter.com/Donilumwartono1/status/1637241090779807744,"Boleh ditunda asal diambil alih oleh militer saya setuju, karena penundaan pemilu adalah negara dalam kondisi yang genting pihak Sipil tidak mampu lagi melaksanakan roda pemerintahan hingga pemilu bisa diadakan diatur oleh militer,,",,,,4,,1,400,@tvOneNews
516,AlexAleg,@AlexAleg99,2023-03-18 23:11:41+00:00,https://twitter.com/AlexAleg99/status/1637230321203843072,"Moso aku ganteng mbak???!!
Jgn gitu,nnti mlh minta pemilu ditunda",,,,1,,4,27,@AiraNtieReal
517,🅸🆁 🅽🆃🅸🅴,@AiraNtieReal,2023-03-18 22:32:49+00:00,https://twitter.com/AiraNtieReal/status/1637220542054006784,Drama penundaan pemilu masih aja bergulir. Keren. Maksa bgt seolah negara ini hanya dimiliki sebagian orang! Segala alasan diungkapkan meski di telinga terasa absurd!,,,,6,12,30,556,
518,Partai Demokrat,@PDemokrat,2023-03-19 05:03:48+00:00,https://twitter.com/PDemokrat/status/1637318933857574915,"""Jika pun Pemilu 2024 dipaksakan ditunda, siapa yg akan memimpin nanti? Krn sesuai perintah konstitusi, pemerintahan saat ini akan mengakhiri masa tugasnya pada 20 Oktober 2024. Apa iya, ada PLT Presiden?""

Agus Harimurti Yudhoyono
#Demokrat #DemokratS14P",,,,227,172,650,32.3K,
519,GELORA NEWS,@geloraco,2023-03-19 05:01:35+00:00,https://twitter.com/geloraco/status/1637318377239900160,"Dukung Penundaan Pemilu 2024, Partai Berkarya: Putusan PN Jakpus Harus Dihormati",gelora.co,"Dukung Penundaan Pemilu 2024, Partai Berkarya: Putusan PN Jakpus Harus Dihormati",,132,50,45,22.1K,
520,OposisiCerdas.com,@OposisiCerdas,2023-03-19 04:34:42+00:00,https://twitter.com/OposisiCerdas/status/1637311609701027840,"Isu Penundaan Pemilu, Mahfud MD: Pemilu Ndak Jadi, UUD Diubah, Mahal Sekali Itu!",oposisicerdas.com,"Isu Penundaan Pemilu, Mahfud MD: Pemilu Ndak Jadi, UUD Diubah, Mahal Sekali Itu!","Menkopolhukam Mahfud MD mewanti-wanti penundaan Pemilu, mengubah Undang-Undang Dasar memakan biaya politik, biaya sosial, juga biaya uang-ny...",7,27,56,"1,054",
521,Sampeong,@Sampeong2,2023-03-19 04:14:54+00:00,https://twitter.com/Sampeong2/status/1637306626154852352,"Ya,  Jgn sampai dijadikan alasan penundaan pemilu krn situasi dan keamanan.
Kawal terus para penyelenggara pemilu agar hasil yg diputuskan benar"" jurdil bkn sandiwara jurdil yg sdh dipersiapkan skenarionya dan perangkatnya.",,,,2,,12,"1,041",@DokterTifa
522,tempo.co,@tempodotco,2023-03-19 03:31:34+00:00,https://twitter.com/tempodotco/status/1637295723510390784,Bamsoet Sebut Perlu Pembahasan Dampak Penundaan Pemilu pada Masa Jabatan Presiden https://nasional.tempo.co/read/1704468/bamsoet-sebut-perlu-pembahasan-dampak-penundaan-pemilu-pada-masa-jabatan-presiden?utm_source=Twitter&utm_medium=dlvr.it… #TempoNasional,nasional.tempo.co,Bamsoet Sebut Perlu Pembahasan Dampak Penundaan Pemilu pada Masa Jabatan Presiden,"Bamsoet menyebut salah satu hal yang mengancam terjadinya penundaan pemilu adalah force majeure berupa kerusuhan, gangguan keamanan, dan bencana.",23,4,7,"6,180",
523,Ndon  ,@Ndons_Back,2023-03-19 03:26:15+00:00,https://twitter.com/Ndons_Back/status/1637294386513076226,Big data 》 penundaan pemilu :),,,,1,7,8,830,
524,𝕸𝖆𝖑𝖎𝖐𝖆,@Malika6027,2023-03-19 02:40:53+00:00,https://twitter.com/Malika6027/status/1637282967734353922,"Jika benar usaha penundaan pemilu 2024 itu ada, RAKYAT SIAP PEOPLE POWER !!!",,,,18,46,81,"2,246",
525,GELORA NEWS,@geloraco,2023-03-19 02:22:06+00:00,https://twitter.com/geloraco/status/1637278239549984768,Ketua MPR: Pemilu Ditunda Hanya Jika Terjadi Force Majeure,gelora.co,Ketua MPR: Pemilu Ditunda Hanya Jika Terjadi Force Majeure,,34,18,24,"8,439",
526,GELORA NEWS,@geloraco,2023-03-19 02:07:30+00:00,https://twitter.com/geloraco/status/1637274568170803201,"Isu Penundaan Pemilu, Mahfud MD: Pemilu Ndak Jadi, UUD Diubah, Mahal Sekali Itu!",gelora.co,"Isu Penundaan Pemilu, Mahfud MD: Pemilu Ndak Jadi, UUD Diubah, Mahal Sekali Itu!",,44,95,165,31.6K,
527,Elegi Bumi ,@ELegibumi,2023-03-19 01:43:11+00:00,https://twitter.com/ELegibumi/status/1637268445602672640,"Rakyat melawan ketika ad konstitusi yg di langgar nantinya
1. UUD pemilu setiap 5 tahun 
2.Habisnya masa jabatan di Bulan Oktober2024 tdk boleh ada plt presiden
3.Ditunda nya pemilu harus ad alasan/dasar yg mengacu pada UUD,ketika ad keadaan darurat/bencana 
4. Mk tk independensi",,,,1,,1,18,@k4yyona_
528,PILON MAKS,@Bud_Cavalera,2023-03-19 01:24:34+00:00,https://twitter.com/Bud_Cavalera/status/1637263761190031360,"Yg dikhawatirkan klo opsi penundaan pemilu ttp dipaksakan berpotensi terjadi chaos dan sgt dimungkinkan Junta militer yg akan ambil alih, ingat ada keterikatan historis antara pangkostrad dgn junta militer, siapa pangkostrad skrg? eng ing eng....dia lagi dia lagi ",,,,1,,,550,@PartaiSocmed
529,YANA,@WyanaYumna,2023-03-19 00:04:30+00:00,https://twitter.com/WyanaYumna/status/1637243612500230144,"Tiga alternatif yg terus diperjuangkan oleh rezim yg ingin melanggengkan kekuasaan, meski semua melanggar konstitusi. 
1. Lanjut 3 periode, atau
2. Penundaan pemilu, atau
3. PS presiden, JKw wakil.",,,,1,1,3,27,@AiraNtieReal
530,Donil,@Donilumwartono1,2023-03-18 23:54:29+00:00,https://twitter.com/Donilumwartono1/status/1637241090779807744,"Boleh ditunda asal diambil alih oleh militer saya setuju, karena penundaan pemilu adalah negara dalam kondisi yang genting pihak Sipil tidak mampu lagi melaksanakan roda pemerintahan hingga pemilu bisa diadakan diatur oleh militer,,",,,,4,,1,400,@tvOneNews
531,AlexAleg,@AlexAleg99,2023-03-18 23:11:41+00:00,https://twitter.com/AlexAleg99/status/1637230321203843072,"Moso aku ganteng mbak???!!
Jgn gitu,nnti mlh minta pemilu ditunda",,,,1,,4,27,@AiraNtieReal
532,🅸🆁 🅽🆃🅸🅴,@AiraNtieReal,2023-03-18 22:32:49+00:00,https://twitter.com/AiraNtieReal/status/1637220542054006784,Drama penundaan pemilu masih aja bergulir. Keren. Maksa bgt seolah negara ini hanya dimiliki sebagian orang! Segala alasan diungkapkan meski di telinga terasa absurd!,,,,6,12,30,556,
533,tvOnenews,@tvOneNews,2023-03-18 20:58:02+00:00,https://twitter.com/tvOneNews/status/1637196687663054849,Menkopolhukam Mahfud MD Tegaskan Memaksakan Pemilu Ditunda akan Timbulkan Problem Hukum,tvonenews.com,Menkopolhukam Mahfud MD Tegaskan Memaksakan Pemilu Ditunda akan Timbulkan Problem Hukum,Menkopolhukam Mahfud MD saat kunjungan kerja ke Sulawesi Utara pada Sabtu (18/3/2023) menegaskan akan timbul problem hukum kalau pemilu ditunda dipaksakan.,26,130,478,19.4K,
534,Takana,@BoesthamiA,2023-03-18 15:21:12+00:00,https://twitter.com/BoesthamiA/status/1637111918862426112,"Lha.. bukankah dia otaknya yg ingin pemilu ditunda dan perpanjangan masa jabatan presiden? Termasuk ketua DPD, beberapa ketum Partai dan beberapa mentri juga usul pemilu ditunda? Menunda pemilu bukankah ingin mengubah konstitusi? Jangan berlagak bego lah..",,,,1,3,7,118,@geloraco
535,F_Fathur (journalist) F3 Strategic,@f_fathur,2023-03-18 13:17:43+00:00,https://twitter.com/f_fathur/status/1637080844052611074,"Mas @dennyindrayana Cium Gelagat MK Kabulkan Sistem Pemilu Tertutup Dan Pemilunya Ditunda 2-3 Tahun

Jika ini terjadi maka konsekuensinya Rakyat akan Bergerak!!! 

hhttps://www.metrotvnews.com/play/NLMCODaX-denny-indrayana-cium-gelagat-mk-kabulkan-sistem-pemilu-tertutup",,,,88,437,665,17.5K,
536,VivaCoid,@VIVAcoid,2023-03-18 12:01:35+00:00,https://twitter.com/VIVAcoid/status/1637061686665547776,Partai Berkarya Minta Hormati Putusan Pengadilan soal Penundaan Pemilu,viva.co.id,Partai Berkarya Minta Hormati Putusan Pengadilan soal Penundaan Pemilu,"Partai berkarya menilai proses tahapan pemilu sejak awal penuh dengan kekacaun, sehingga tidak berjalan dengan baik dan sebagaimana mestinya.",7,7,3,"6,705",
537,Historia,@Pemuja_Cinta01,2023-03-18 11:55:29+00:00,https://twitter.com/Pemuja_Cinta01/status/1637060151466393603,"Silaturahmi @aniesbaswedan dipondok Attoroqqi Sampang Madura.... InsyaAllah Madura keseluruhan akan Anies pada waktunya.... Sabar cebong pada kegatelan melihat ribuan warga Sampang menyambut pak Anies hari ini ba'da dhuhur.... T
Ngk salah ada rencana penundaan pemilu ",,,,8,22,91,"3,052",
538,Michaela RaynKun,@M4TT4_,2023-03-18 11:38:42+00:00,https://twitter.com/M4TT4_/status/1637055928032980994,"wacana penundaan pemilu bukan HOAX & Fitnah
isu dibangun scr Terstruktur Sistematis Masif manfaatkan lembaga negara & stakeholder

Sempat meredup saat dilawan
Diangkat lg saat ada momen

putusan PN Jakpus adlh by design

faktanya, penundaan pemilu pernah diucapkan 2 orang Menko",,,,27,146,204,"5,613",
539,Shakira Teea,@ShakiraTeea,2023-03-18 11:27:42+00:00,https://twitter.com/ShakiraTeea/status/1637053159469207555,ternyata orang 2 munafik yg merencanakn penundaan pemilu.,,,,8,11,85,"3,100",@OposisiCerdas
540,Prof. YesMan,@KickSycophant,2023-03-18 11:12:49+00:00,https://twitter.com/KickSycophant/status/1637049413410648066,Jika pemilu ditunda @bawaslu_RI @KPU_ID kami akan lawan..,,,,1,1,1,62,@OposisiCerdas
541,M.E.F,@Bro_Lucky86,2023-03-18 11:07:59+00:00,https://twitter.com/Bro_Lucky86/status/1637048195883896833,"Gimana g minta 3 periode
Gimana g minta pemilu ditunda
Calon lawan punya simpatisan membludak teroos",,,,1,,5,389,@marlina_idha
542, mas Bei III ,@Singa_Nala,2023-03-18 10:07:40+00:00,https://twitter.com/Singa_Nala/status/1637033018861961218,Ujung-ujungnya kebulatan tekad dukung xxxxxx atau penundaan pemilu atau .....,,,,2,1,,258,@Mdy_Asmara1701
543,Djoko. S,@Djoko_ptrafajar,2023-03-18 09:55:18+00:00,https://twitter.com/Djoko_ptrafajar/status/1637029904071135233,"Itu menyelamatkan rakyat yang mana.
Apakah rakyatnya kakak besar
Covid berepisode, dapat diatur kapan adanya sesuai dengan keinginan dan seperti di bisniskan, penundaan pemilu seperti pesanan.
Jadi menyelamatkan rakyat
Apa
Menyesarakan, menyengsarakan atau apa tuh.",,,,2,1,13,869,@geloraco
544,Abu Kitab,@AbuKitab1,2023-03-18 09:00:55+00:00,https://twitter.com/AbuKitab1/status/1637016219370024960,Penundaan pemilu = #MakarGayaBaru,,,,1,1,1,30,@OposisiCerdas
545,Nêng Añyâr ﷽,@Neng_Anyar,2023-03-18 03:09:30+00:00,https://twitter.com/Neng_Anyar/status/1636927782843453441,"Klu Jokowi bisa tunjukkan ijazah aslinya di persidangan, Gpp dah rakyat akan dukung Pemilu ditunda. 

Klu gak bisa, maka Jokowi hrs mundur dan dipenjara sesuai hkm yg berlaku.",,,,29,233,618,"9,248",
546,lyn,@lhayesno,2023-03-18 03:01:19+00:00,https://twitter.com/lhayesno/status/1636925722450329600,"SAH! 
Tidak ada penundaan pemilu!",,,,2,5,34,784,
547,VivaCoid,@VIVAcoid,2023-03-18 12:01:35+00:00,https://twitter.com/VIVAcoid/status/1637061686665547776,Partai Berkarya Minta Hormati Putusan Pengadilan soal Penundaan Pemilu,viva.co.id,Partai Berkarya Minta Hormati Putusan Pengadilan soal Penundaan Pemilu,"Partai berkarya menilai proses tahapan pemilu sejak awal penuh dengan kekacaun, sehingga tidak berjalan dengan baik dan sebagaimana mestinya.",7,7,3,"6,705",
548,Historia,@Pemuja_Cinta01,2023-03-18 11:55:29+00:00,https://twitter.com/Pemuja_Cinta01/status/1637060151466393603,"Silaturahmi @aniesbaswedan dipondok Attoroqqi Sampang Madura.... InsyaAllah Madura keseluruhan akan Anies pada waktunya.... Sabar cebong pada kegatelan melihat ribuan warga Sampang menyambut pak Anies hari ini ba'da dhuhur.... T
Ngk salah ada rencana penundaan pemilu ",,,,8,22,91,"3,052",
549,Michaela RaynKun,@M4TT4_,2023-03-18 11:38:42+00:00,https://twitter.com/M4TT4_/status/1637055928032980994,"wacana penundaan pemilu bukan HOAX & Fitnah
isu dibangun scr Terstruktur Sistematis Masif manfaatkan lembaga negara & stakeholder

Sempat meredup saat dilawan
Diangkat lg saat ada momen

putusan PN Jakpus adlh by design

faktanya, penundaan pemilu pernah diucapkan 2 orang Menko",,,,27,146,204,"5,613",
550,Shakira Teea,@ShakiraTeea,2023-03-18 11:27:42+00:00,https://twitter.com/ShakiraTeea/status/1637053159469207555,ternyata orang 2 munafik yg merencanakn penundaan pemilu.,,,,8,11,85,"3,100",@OposisiCerdas
551,Prof. YesMan,@KickSycophant,2023-03-18 11:12:49+00:00,https://twitter.com/KickSycophant/status/1637049413410648066,Jika pemilu ditunda @bawaslu_RI @KPU_ID kami akan lawan..,,,,1,1,1,62,@OposisiCerdas
552,M.E.F,@Bro_Lucky86,2023-03-18 11:07:59+00:00,https://twitter.com/Bro_Lucky86/status/1637048195883896833,"Gimana g minta 3 periode
Gimana g minta pemilu ditunda
Calon lawan punya simpatisan membludak teroos",,,,1,,5,389,@marlina_idha
553, mas Bei III ,@Singa_Nala,2023-03-18 10:07:40+00:00,https://twitter.com/Singa_Nala/status/1637033018861961218,Ujung-ujungnya kebulatan tekad dukung xxxxxx atau penundaan pemilu atau .....,,,,2,1,,258,@Mdy_Asmara1701
554,Djoko. S,@Djoko_ptrafajar,2023-03-18 09:55:18+00:00,https://twitter.com/Djoko_ptrafajar/status/1637029904071135233,"Itu menyelamatkan rakyat yang mana.
Apakah rakyatnya kakak besar
Covid berepisode, dapat diatur kapan adanya sesuai dengan keinginan dan seperti di bisniskan, penundaan pemilu seperti pesanan.
Jadi menyelamatkan rakyat
Apa
Menyesarakan, menyengsarakan atau apa tuh.",,,,2,1,13,869,@geloraco
555,Abu Kitab,@AbuKitab1,2023-03-18 09:00:55+00:00,https://twitter.com/AbuKitab1/status/1637016219370024960,Penundaan pemilu = #MakarGayaBaru,,,,1,1,1,30,@OposisiCerdas
556,Nêng Añyâr ﷽,@Neng_Anyar,2023-03-18 03:09:30+00:00,https://twitter.com/Neng_Anyar/status/1636927782843453441,"Klu Jokowi bisa tunjukkan ijazah aslinya di persidangan, Gpp dah rakyat akan dukung Pemilu ditunda. 

Klu gak bisa, maka Jokowi hrs mundur dan dipenjara sesuai hkm yg berlaku.",,,,29,233,618,"9,248",
557,lyn,@lhayesno,2023-03-18 03:01:19+00:00,https://twitter.com/lhayesno/status/1636925722450329600,"SAH! 
Tidak ada penundaan pemilu!",,,,2,5,34,784,
558,Bang Aconk,@Bank_Aconk,2023-03-18 02:31:57+00:00,https://twitter.com/Bank_Aconk/status/1636918333613412352,"Jokowi Tegaskan Tidak Ada Penundaan Pemilu 2024

Seperti menjawab keresahan masyarakat mengenai adanya wacana penundaan pemilu 2024 dan perpanjangan masa jabatan presiden 3 periode, Presiden Jokowi menegaskan, pemerintah tetap akan melaksanakan pemilu pada 2024.

#VidioCumaSeribu",,,,3,18,18,"2,472",
559,Yulia,@Yulia_NS79,2023-03-18 01:48:35+00:00,https://twitter.com/Yulia_NS79/status/1636907418683863042,"Pemerintah sudah menegaskan bahwa penyelenggaraan Pemilu 2024 tetap terlaksana secara adil, tepat waktu dan sesuai dng konstitusi.
Apalagi Presiden @jokowi tegaskan tidak setuju dengan penundaan Pemilu 2024
#VidioCumaSeribu",,,,5,32,33,"1,278",
560,Kalisari,@Imronich,2023-03-18 01:36:38+00:00,https://twitter.com/Imronich/status/1636904411632119808,"Namanya juga negara demokrasi ada yg bersuara ingin ditunda ya ndak apa2, sama saja oposan ingin P Joko w mundur kan sah2 saja.
Faktanya Pemilu kan jalan terus, ndak ada penundaan.",,,,1,,3,106,@abwnews_
561,Pangka & Syndicate,@IwanPangka,2023-03-18 00:48:23+00:00,https://twitter.com/IwanPangka/status/1636892266689355776,"kades itu sbg ujung tombak dan ""tim sukses"" untuk pemenangan pemilu, atau untuk penundaan pemilu,  makanya mrk dimanjakan.",,,,1,,2,11,@G45POLL_4ja
562,Loli,@Anggita_lung,2023-03-18 00:38:58+00:00,https://twitter.com/Anggita_lung/status/1636889899390627840,Pemilu akan dilaksanakan 14 Februari 2024. Perlu dijelaskan jangan sampai nanti muncul spekulasi yang isunya beredar dimasyarakat pemerintah tengah berupaya untuk melakukan penundaan Pemilu atau spekulasi mengenai perpanjangan jabatan Presiden  yang berkaitan dengan tiga periode.,,,,2,13,16,131,
563,Loli,@Anggita_lung,2023-03-18 00:38:55+00:00,https://twitter.com/Anggita_lung/status/1636889885964648448,"Presiden @jokowi  meminta jajarannya menyampaikan kepada publik bahwa jadwal Pemilihan Umum (Pemilu) dan Pemilihan Kepala Daerah (Pilkada) Serentak tahun 2024 sudah ditetapkan, agar tidak muncul isu lain seperti adanya upaya penundaan Pemilu dimasyarakat.
#VidioCumaSeribu",,,,5,21,23,14K,
